date,cape_max,freezing_min,hail_environment,hail_actual,precipitation_mm
1951-05-26,139.0,4380.0,False,False,0.0
1951-05-27,437.0,4915.0,False,False,1.0
1951-05-28,855.0,4951.0,False,False,0.2
1951-05-29,2414.0,4774.0,False,False,8.5
1951-05-30,391.0,4617.0,False,False,0.0
1951-05-31,210.0,4713.0,False,False,0.2
1951-06-01,769.0,4288.0,False,False,25.9
1951-06-02,0.0,5021.0,False,False,0.0
1951-06-03,304.0,5265.0,False,False,0.0
1951-06-04,877.0,4727.0,False,False,30.5
1951-06-05,490.0,4624.0,False,False,0.0
1951-06-06,331.0,5188.0,False,False,0.0
1951-06-07,352.0,4929.0,False,False,4.3
1951-06-08,446.0,4750.0,False,False,0.0
1951-06-09,1696.0,4777.0,False,False,18.6
1951-06-10,1169.0,4760.0,False,False,16.1
1951-06-11,484.0,4733.0,False,False,0.1
1951-06-12,52.0,4860.0,False,False,2.4
1951-06-13,0.0,4755.0,False,False,7.5
1951-06-14,494.0,4935.0,False,False,0.0
1951-06-15,1004.0,5035.0,False,False,9.8
1951-06-16,458.0,4673.0,False,False,0.0
1951-06-17,0.0,4863.0,False,False,0.0
1951-06-18,1753.0,4617.0,False,False,30.2
1951-06-19,1776.0,5027.0,False,False,6.7
1951-06-20,115.0,4817.0,False,False,2.5
1951-06-21,142.0,4610.0,False,False,0.0
1951-06-22,329.0,4924.0,False,False,0.0
1951-06-23,0.0,4877.0,False,False,0.5
1951-06-24,342.0,4739.0,False,False,0.0
1951-06-25,1228.0,4930.0,False,False,10.4
1951-06-26,1825.0,4811.0,False,False,28.5
1951-06-27,342.0,4907.0,False,False,7.6
1951-06-28,499.0,4878.0,False,False,0.0
1951-06-29,635.0,4942.0,False,False,0.0
1951-06-30,388.0,4798.0,False,False,0.0
1951-07-01,2633.0,4764.0,False,False,16.7
1951-07-02,1228.0,4807.0,False,False,4.8
1951-07-03,2703.0,4675.0,False,False,52.9
1951-07-04,291.0,4880.0,False,False,0.0
1951-07-05,1030.0,4627.0,False,False,2.2
1951-07-06,476.0,5050.0,False,False,0.0
1951-07-07,1773.0,4778.0,False,False,4.4
1951-07-08,238.0,4887.0,False,False,0.0
1951-07-09,627.0,4700.0,False,False,6.6
1951-07-10,287.0,4855.0,False,False,0.0
1951-07-11,795.0,4884.0,False,False,0.0
1951-07-12,420.0,4803.0,False,False,0.0
1951-07-13,1384.0,4846.0,False,False,3.6
1951-07-14,256.0,5107.0,False,False,0.5
1951-07-15,315.0,4612.0,False,False,0.0
1951-07-16,496.0,4576.0,False,False,0.0
1951-07-17,518.0,5340.0,False,False,3.3
1951-07-18,516.0,4980.0,False,False,0.0
1951-07-19,610.0,4837.0,False,False,0.0
1951-07-20,370.0,4935.0,False,False,0.0
1951-07-21,0.0,4829.0,False,False,0.0
1951-07-22,423.0,4666.0,False,False,0.4
1951-07-23,1443.0,4725.0,False,False,18.9
